"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"23765",23781,FALSE,"",1.5e+07,"Thriller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","157849","tt1972571","en","A Most Wanted Man","When a half-Chechen, half-Russian, tortured half-to-death immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist?","10.432407","/iSMTe79efcxgI5jSFBAg6GjxEPs.jpg","Senator Film Produktion","Lionsgate","FilmNation Entertainment","Film4","Demarest Films","The Ink Factory","Potboiler Productions","Amusement Park Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America"," Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-25,31554855,121,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","A Most Wanted Man",FALSE,6.5,545,16554855,"157849"
"23768",23784,FALSE,"",5500000,"Drama","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,"","231576","tt2870708","en","Wish I Was Here","Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.","6.149295","/8b54J6gCM27QodPBoBWAcC9JHnd.jpg","Double Feature Films","Wild Bunch","Worldview Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-18,5483299,120,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Life is an occasion. Rise to it.","Wish I Was Here",FALSE,6.4,304,-16701,"231576"
"23807",23823,FALSE,"",1.3e+07,"Family","Adventure","Science Fiction",NA,NA,NA,NA,NA,NA,NA,"","238603","tt2183034","en","Earth to Echo","After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.","12.412221","/tWPWo3JgwM7uGX096mWXmWPl8k8.jpg","Walt Disney Studios Motion Pictures","Panay Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-14,45300000,89,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","No one will ever believe our story.","Earth to Echo",FALSE,5.7,294,32300000,"238603"
"23815",23831,FALSE,"Step Up Collection",4.5e+07,"Romance","Drama","Music",NA,NA,NA,NA,NA,NA,NA,"http://stepupmovie.com/","243683","tt2626350","en","Step Up All In","All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.","8.588926","/jFkvtmhE4NqENI4e0sZxmI8vrSS.jpg","Summit Entertainment","Offspring Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-16,86165646,112,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Every Step Has Led To This","Step Up All In",FALSE,6.7,649,41165646,"243683"
"23830",23846,FALSE,"",2400000,"Romance","Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,"http://a24films.com/films/life-after-beth/","244566","tt2581244","en","Life After Beth","Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...","5.486893","/8SBHU1oLnj6gurSR9o5EQGCPrCK.jpg","Abbolita Productions","Starstream Entertainment","Destro Films","A24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-15,88273,90,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Be Careful What You Wish For...","Life After Beth",FALSE,5,235,-2311727,"244566"
"23835",23851,FALSE,"",12250000,"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","157845","tt2345737","en","The Rover","A decade after the collapse of the western world, Australia has become a lawless wasteland. As desperate outsiders pillage the country's precious mineral resources, taciturn Eric travels from town to town searching for signs of life.","6.561373","/ugVbrbicJHfOw8e24RUYISKqgvf.jpg","Porchlight Films","FilmNation Entertainment","Screen Australia","Screen NSW","Blue-Tongue Films","Lava Bear Films","South Australian Film Corporation"," The","A24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-18,2295423,103,"普通话"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Fear the man with nothing left to lose.","The Rover",FALSE,6.1,295,-9954577,"157845"
"23846",23862,FALSE,"",16800000,"Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,NA,"","229297","tt2870756","en","Magic in the Moonlight","Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.","6.626077","/tdOeHeBCJQWIJNVpskWnqWgdo5e.jpg","Perdido Productions","Harbor Picture Company",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-07-25,51029361,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Magic in the Moonlight",FALSE,6.5,749,34229361,"229297"
"23862",23878,FALSE,"",2.2e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","228194","tt2980648","en","The Hundred-Foot Journey","A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.","14.466789","/zQWT270zHKC4xVs0ogUwrU8EwqB.jpg","Amblin Entertainment","Harpo Films","Participant Media","Imagenation Abu Dhabi FZ","Reliance Entertainment","Touchstone Pictures","DreamWorks Studios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India"," United States of America"," United Arab Emirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-06,88880821,122,"हिन्दी"," English"," Français",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Life's greatest journey begins with the first step.","The Hundred-Foot Journey",FALSE,7.3,516,66880821,"228194"
"23881",23897,FALSE,"",1.76e+08,"Science Fiction","Fantasy","Action","Adventure",NA,NA,NA,NA,NA,NA,"http://www.jupiterascending.com","76757","tt1617661","en","Jupiter Ascending","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","21.463465","/aMEsvTUklw0uZ3gk3Q6lAj6302a.jpg","Village Roadshow Pictures","Dune Entertainment","Anarchos Productions","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-04,183987723,124,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Expand your universe.","Jupiter Ascending",FALSE,5.2,2816,7987720,"76757"
"23882",23898,FALSE,"Teenage Mutant Ninja Turtles (Remake) Collection",1.25e+08,"Science Fiction","Action","Adventure","Fantasy","Comedy",NA,NA,NA,NA,NA,"http://www.teenagemutantninjaturtlesmovie.com","98566","tt1291150","en","Teenage Mutant Ninja Turtles","The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.","22.337973","/oDL2ryJ0sV2bmjgshVgJb3qzvwp.jpg","Paramount Pictures","Nickelodeon Movies","Platinum Dunes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-07,477200000,101,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Mysterious. Dangerous. Reptilious. You've never seen heroes like this.","Teenage Mutant Ninja Turtles",FALSE,5.8,2677,352200000,"98566"
"23891",23907,FALSE,"",2.5e+07,"Drama","Science Fiction",NA,NA,NA,NA,NA,NA,NA,NA,"http://thegiverfilm.com/","227156","tt0435651","en","The Giver","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.","12.472206","/4g19qQ4pfQz6nlVctA0q3y7Dieg.jpg","The Weinstein Company","Walden Media","Tonik Productions","Asis Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-11,66980456,94,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Search for truth. Find freedom.","The Giver",FALSE,6.4,1859,41980456,"227156"
"23903",23919,FALSE,"",1.7e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","193893","tt1924435","en","Let's Be Cops","It's the ultimate buddy cop movie except for one thing: they're not cops.  When two struggling pals dress as police officers for a costume party, they become neighborhood sensations.  But when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.","15.962793","/ayYibwWAA9NxJPaD9GSybPShtvL.jpg","Twentieth Century Fox Film Corporation","WideAwake","Genre Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-13,136621271,104,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Fake Cops. Real Trouble.","Let's Be Cops",FALSE,6.4,1234,119621271,"193893"
"23940",23956,FALSE,"",4e+06,"Horror","Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,"","211067","tt2383068","en","The Sacrament","A fashion photographer is traveling to meet his sister at Eden Parish. Once there, his friends begin to film interviews with the Eden Parish inhabitants, all of whom speak of the commune in glowing terms. However, they soon discover that there is a sinister edge to the commune that belies the seemingly peaceful setting.","5.350658","/thdioQOYqqusDUfT6trgwMIoNaQ.jpg","Worldview Entertainment","Arcade Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-02,9221,99,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Documented for the first time witness the untold story of the tragedy at Eden Parish","The Sacrament",FALSE,5.6,139,-3990779,"211067"
"23941",23957,FALSE,"",15,"Music",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","212769","tt1828959","en","Make Your Move","A pair of star-crossed dancers in New York find themselves at the center of a bitter rivalry between their brothers' underground dance clubs.","6.792607","/eKJ491QeMwEG2RgbM2bTBECMTWU.jpg","CJ Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-07,122,110,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Move to your beat. Move to your moment. Move to your love.","Make Your Move",FALSE,6.2,30,107,"212769"
"23942",23958,FALSE,"Sin City Collection",6.5e+07,"Crime","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"http://sincity-2.com/","189","tt0458481","en","Sin City: A Dame to Kill For","Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.","20.623642","/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg","Miramax Films","Troublemaker Studios","AR Films","Aldamisa Entertainment","Demarest Films","Solipsist Film","Residaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-20,39407616,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","There is no justice without sin.","Sin City: A Dame to Kill For",FALSE,6.3,1314,-25592384,"189"
"23947",23963,FALSE,"",1.1e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","249164","tt1355630","en","If I Stay","Based on Gayle Forman's novel of the same name. ""If I Stay"" is the story of the gifted classical musician Mia and her boyfriend, Adam, an up and coming indie-rock star. Torn between two paths in life, her art or her relationship, Mia is forced to make an even starker choice between life and death when she is caught in a fatal car accident with her family one snowy morning in Oregon.","9.659244","/isUQKy3cdfN62DfIp0dhl4hD5oc.jpg","New Line Cinema","Metro-Goldwyn-Mayer (MGM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-21,78874843,106,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Live for Love.","If I Stay",FALSE,7.3,1415,67874843,"249164"
"23995",24011,FALSE,"",6500000,"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","282813","tt2799166","en","The Pyramid","A team of U.S. archaeologists unearths an ancient pyramid buried deep beneath the Egyptian desert. As they search the pyramid's depths, they become hopelessly lost in its dark and endless catacombs. Searching for a way out, they become desperate to seek daylight again. They come to realize they aren't just trapped, they are being hunted.","9.312354","/sPznOfzPXNaorzFrViGN2jOddgs.jpg","Fox International Productions","Sahara Productions","Silvatar Media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-12-04,13865435,89,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","You Only Enter Once","The Pyramid",FALSE,4.6,365,7365435,"282813"
"23998",24014,FALSE,"",1.2e+07,"Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,NA,"","209189","tt1663207","en","Life of Crime","Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.","17.788579","/dSEjpA64DfGvhOPNOqVUfypwdpc.jpg","Gotham Group","Abbolita Productions","Starstream Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-14,265452,94,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Right target. Wrong woman.","Life of Crime",FALSE,5.5,144,-11734548,"209189"
"24000",24016,FALSE,"",5e+06,"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.asabovesobelowmovie.com/","256274","tt2870612","en","As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","10.846585","/rXhroOVTfR4Dde7Vci2L3FVGAZh.jpg","Universal Pictures","Legendary Pictures","Brothers Dowdle Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-14,40100000,93,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The only way out is down.","As Above, So Below",FALSE,6.1,788,35100000,"256274"
"24023",24039,FALSE,"",5e+06,"Mystery","Thriller","Action",NA,NA,NA,NA,NA,NA,NA,"","241848","tt2980592","en","The Guest","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.","6.441964","/xxSuU7Q9ZmPjw9TNQ1WzmHVAxBI.jpg","HanWay Films","Snoot Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-17,2367161,99,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Be careful who you let in","The Guest",FALSE,6.5,661,-2632839,"241848"
"24060",24076,FALSE,"",2.2e+07,"Mystery","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"","204922","tt1726592","en","Before I Go to Sleep","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.","14.921298","/3UG2Pb122c7Va8MBtr1OHRB1YPh.jpg","StudioCanal","Scott Free Productions","Millennium Films","Film i Väst","Filmgate Films","Clarius Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France"," Sweden"," United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-03,15447154,92,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Who do you trust?","Before I Go to Sleep",FALSE,6.2,672,-6552846,"204922"
"24063",24079,FALSE,"Atlas Shrugged Collection",5e+06,"Drama","Science Fiction","Mystery",NA,NA,NA,NA,NA,NA,NA,"http://www.atlasshruggedmovie.com/","199933","tt2800038","en","Atlas Shrugged Part III: Who is John Galt?","Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.","1.845554","/mJ1KZcBj9RmVynnkrHwjclbwQbd.jpg","Atlas 3 Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-12,846704,99,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Who is John Galt?","Atlas Shrugged Part III: Who is John Galt?",FALSE,3.9,15,-4153296,"199933"
"24067",24083,FALSE,"",5e+07,"Action","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"","216282","tt2106361","en","Into the Storm","The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.","9.092925","/dtuyhlOtqj8zPPFgTgWJ0bF3s2h.jpg","New Line Cinema","Village Roadshow Pictures","Broken Road Productions","RatPac-Dune Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-08-06,160602194,89,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Prepare to go","Into the Storm",FALSE,5.8,829,110602194,"216282"
"24070",24086,FALSE,"",2.8e+07,"Drama","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"","192145","tt2343793","en","Third Person","An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.","8.808328","/oC4kDRHQIhK0YwN78VelIaj0732.jpg","Sony Pictures Classics","Hwy61","Corsan","Le Tax Shelter du Gouvernement Fédéral de Belgique","Apulia Film Commission","Italian Tax Credit","Volten","Lailaps Pictures","Filmfinance XII",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium"," Germany"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-09-09,1749201,137,"Italiano"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Life can change at the turn of a page.","Third Person",FALSE,5.8,218,-26250799,"192145"
"24071",24087,FALSE,"",1e+06,"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","254191","tt3177316","en","Honeymoon","A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.","6.107378","/5jZRisBShiBpsH2k5rDYGEl9fSh.jpg","Fewlas Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-09-12,9318,87,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","After the ceremony comes the ritual.","Honeymoon",FALSE,5.4,261,-990682,"254191"
